sequence_name,frame_number,label,HeightWidthRatio,MajorMinorRatio,BoundingBoxOccupancy,MaxStdXZ,HHmaxRatio,H,D,P40,image_sample
adl-35,107,1,0.4586,2.3776,0.70196,208.5484,0.21297,391.8728,288.2802,1.0,./data/adl_imgs/adl-35-cam0-d-107.png
adl-35,108,1,0.46154,2.399,0.71332,211.1641,0.20789,382.5162,288.3167,1.0,./data/adl_imgs/adl-35-cam0-d-108.png
adl-35,109,1,0.44937,2.4341,0.70057,213.8414,0.21429,394.294,284.2545,1.0,./data/adl_imgs/adl-35-cam0-d-109.png
adl-35,110,1,0.45283,2.4411,0.70894,220.7951,0.2143,394.3048,283.4408,1.0,./data/adl_imgs/adl-35-cam0-d-110.png
adl-35,111,1,0.42353,2.5098,0.63587,220.7299,0.21112,388.4584,279.5931,1.0,./data/adl_imgs/adl-35-cam0-d-111.png
adl-35,112,1,0.47674,2.4332,0.58976,273.2262,0.21045,387.236,278.6748,1.0,./data/adl_imgs/adl-35-cam0-d-112.png
adl-35,113,1,0.44375,2.4524,0.71417,224.7792,0.21325,392.3755,279.0901,1.0,./data/adl_imgs/adl-35-cam0-d-113.png
adl-35,114,1,0.43827,2.4689,0.71935,231.6609,0.21543,396.3867,279.3154,1.0,./data/adl_imgs/adl-35-cam0-d-114.png
adl-35,115,1,0.42515,2.38,0.69166,230.0247,0.22933,421.964,282.0087,0.99744,./data/adl_imgs/adl-35-cam0-d-115.png
adl-35,116,1,0.46296,2.3843,0.68337,242.7179,0.2288,420.9973,279.1186,0.99831,./data/adl_imgs/adl-35-cam0-d-116.png
adl-35,117,1,0.48571,2.3857,0.57365,292.4772,0.21325,392.3755,276.1142,1.0,./data/adl_imgs/adl-35-cam0-d-117.png
adl-35,118,1,0.49425,2.3757,0.55453,292.7718,0.21062,387.5451,273.7859,1.0,./data/adl_imgs/adl-35-cam0-d-118.png
adl-35,119,1,0.47399,2.4242,0.60242,283.2477,0.21062,387.5451,272.8169,1.0,./data/adl_imgs/adl-35-cam0-d-119.png
adl-35,120,1,0.48571,2.4252,0.57385,298.8262,0.20758,381.9498,271.5042,1.0,./data/adl_imgs/adl-35-cam0-d-120.png
adl-35,121,1,0.46067,2.4163,0.57865,296.7325,0.21343,392.7083,270.925,1.0,./data/adl_imgs/adl-35-cam0-d-121.png
adl-35,122,1,0.46369,2.4394,0.53301,289.0953,0.20921,384.9537,269.0878,1.0,./data/adl_imgs/adl-35-cam0-d-122.png
adl-35,123,1,0.47619,2.4638,0.61607,289.0429,0.219,402.9536,270.687,0.99976,./data/adl_imgs/adl-35-cam0-d-123.png
adl-35,124,1,0.48837,2.3947,0.57413,302.8471,0.21383,393.4525,270.5551,1.0,./data/adl_imgs/adl-35-cam0-d-124.png
adl-35,125,1,0.48571,2.4476,0.55987,303.5657,0.21383,393.4424,269.7908,1.0,./data/adl_imgs/adl-35-cam0-d-125.png
adl-35,126,1,0.44099,2.4116,0.70134,234.1666,0.21841,401.8809,274.2449,0.9995,./data/adl_imgs/adl-35-cam0-d-126.png
adl-35,127,1,0.49419,2.4114,0.57784,300.0056,0.21088,388.0116,270.5057,1.0,./data/adl_imgs/adl-35-cam0-d-127.png
adl-35,128,1,0.43558,2.451,0.68781,234.005,0.21609,397.6063,272.8568,1.0,./data/adl_imgs/adl-35-cam0-d-128.png
adl-35,129,1,0.45763,2.4453,0.56985,286.9989,0.20922,384.9637,269.7454,1.0,./data/adl_imgs/adl-35-cam0-d-129.png
adl-35,130,1,0.43827,2.4289,0.68866,234.2876,0.21154,389.2383,274.2411,1.0,./data/adl_imgs/adl-35-cam0-d-130.png
adl-35,131,1,0.4321,2.4695,0.69612,256.249,0.21612,397.6667,270.6847,1.0,./data/adl_imgs/adl-35-cam0-d-131.png
adl-35,132,1,0.45833,2.432,0.626,284.5207,0.21652,398.3958,268.5491,1.0,./data/adl_imgs/adl-35-cam0-d-132.png
adl-35,133,1,0.4,2.4459,0.65306,261.4622,0.20857,383.7779,270.1247,1.0,./data/adl_imgs/adl-35-cam0-d-133.png
adl-35,134,1,0.48315,2.3765,0.51816,313.9774,0.20149,370.7332,265.5383,1.0,./data/adl_imgs/adl-35-cam0-d-134.png
adl-35,135,1,0.47778,2.4014,0.5343,317.0196,0.21157,389.2887,268.9408,1.0,./data/adl_imgs/adl-35-cam0-d-135.png
adl-35,136,1,0.47191,2.39,0.53217,291.5375,0.21671,398.7488,268.1008,1.0,./data/adl_imgs/adl-35-cam0-d-136.png
adl-35,137,1,0.6,1.684,0.54467,341.7203,0.21321,392.306,281.9353,1.0,./data/adl_imgs/adl-35-cam0-d-137.png
adl-35,138,1,0.49419,2.364,0.53974,300.3665,0.21091,388.0825,270.0552,1.0,./data/adl_imgs/adl-35-cam0-d-138.png
adl-35,139,1,0.49091,2.3714,0.61609,291.5847,0.242,445.2825,273.0118,0.99611,./data/adl_imgs/adl-35-cam0-d-139.png
adl-35,140,1,0.52047,2.3534,0.55148,313.5061,0.24466,450.1772,274.8657,0.9975,./data/adl_imgs/adl-35-cam0-d-140.png
adl-35,141,1,0.50588,2.3542,0.5749,306.7978,0.22021,405.1894,277.1345,0.99988,./data/adl_imgs/adl-35-cam0-d-141.png
adl-35,142,1,0.51786,2.325,0.57978,307.8393,0.21801,401.136,277.9432,0.99988,./data/adl_imgs/adl-35-cam0-d-142.png
adl-35,143,1,0.50602,2.354,0.60585,288.0493,0.21552,396.5498,279.3267,1.0,./data/adl_imgs/adl-35-cam0-d-143.png
adl-35,144,1,0.50909,2.3541,0.60844,291.9259,0.20992,386.2545,279.8252,1.0,./data/adl_imgs/adl-35-cam0-d-144.png
adl-35,145,1,0.48795,2.3047,0.65343,292.3051,0.2134,392.6491,282.5342,1.0,./data/adl_imgs/adl-35-cam0-d-145.png
adl-35,146,1,0.46452,2.3518,0.74615,226.3227,0.23097,424.9857,289.0424,0.99904,./data/adl_imgs/adl-35-cam0-d-146.png
adl-35,147,1,0.51534,2.2172,0.62635,293.6611,0.2093,385.1047,286.6662,0.99988,./data/adl_imgs/adl-35-cam0-d-147.png
adl-35,148,1,0.54658,2.1468,0.60453,302.52,0.21677,398.8488,290.2023,0.99977,./data/adl_imgs/adl-35-cam0-d-148.png
adl-35,149,1,0.54248,2.1446,0.64226,278.7344,0.22553,414.969,294.118,0.99669,./data/adl_imgs/adl-35-cam0-d-149.png
adl-35,150,1,0.50336,2.5642,0.61906,169.7504,0.22856,420.5415,303.1844,0.99393,./data/adl_imgs/adl-35-cam0-d-150.png
adl-35,151,1,0.55769,2.1083,0.59954,297.1628,0.23404,430.6374,297.5619,0.99766,./data/adl_imgs/adl-35-cam0-d-151.png
adl-35,152,1,0.4966,2.538,0.65325,174.2375,0.2213,407.1984,304.8643,0.99672,./data/adl_imgs/adl-35-cam0-d-152.png
adl-35,153,1,0.5,2.261,0.65403,185.6371,0.2269,417.4962,299.4034,0.99617,./data/adl_imgs/adl-35-cam0-d-153.png
adl-35,154,1,0.4898,2.2631,0.69671,186.2954,0.22289,410.1232,305.0101,0.99552,./data/adl_imgs/adl-35-cam0-d-154.png
adl-35,155,1,0.49333,2.4455,0.60604,172.1951,0.22777,419.0992,307.6618,0.99078,./data/adl_imgs/adl-35-cam0-d-155.png
adl-35,156,1,0.5102,2.4249,0.63166,174.3285,0.2258,415.4779,307.1658,0.98564,./data/adl_imgs/adl-35-cam0-d-156.png
adl-35,157,1,0.47403,2.4628,0.62249,176.8804,0.22809,419.6927,306.2465,0.98785,./data/adl_imgs/adl-35-cam0-d-157.png
adl-35,158,1,0.5,2.444,0.61733,176.9453,0.23544,433.2027,307.9929,0.98416,./data/adl_imgs/adl-35-cam0-d-158.png
adl-35,159,1,0.45806,2.4211,0.62317,176.6637,0.2299,423.0222,305.8655,0.98775,./data/adl_imgs/adl-35-cam0-d-159.png
adl-35,160,1,0.48344,2.1967,0.6764,188.953,0.24501,450.8214,304.8574,0.98163,./data/adl_imgs/adl-35-cam0-d-160.png
adl-35,161,1,0.47059,2.2139,0.68428,187.0706,0.22888,421.1427,306.6754,0.96445,./data/adl_imgs/adl-35-cam0-d-161.png
adl-35,162,1,0.47651,2.2102,0.70782,187.8014,0.23224,427.327,303.2837,0.96528,./data/adl_imgs/adl-35-cam0-d-162.png
adl-35,163,1,0.46753,2.2479,0.67163,193.9638,0.23365,429.9204,299.2796,0.97811,./data/adl_imgs/adl-35-cam0-d-163.png
adl-35,164,1,0.44715,2.2053,0.78197,161.9619,0.2348,432.041,295.6617,0.9724,./data/adl_imgs/adl-35-cam0-d-164.png
adl-35,165,1,0.55833,1.9226,0.68905,156.0054,0.2291,421.5425,300.2942,0.95632,./data/adl_imgs/adl-35-cam0-d-165.png
adl-35,166,1,0.52713,2.0223,0.70178,165.6682,0.24476,450.3569,306.1581,0.90383,./data/adl_imgs/adl-35-cam0-d-166.png
adl-35,167,1,0.45513,2.5527,0.68563,185.2715,0.25413,467.5916,306.1427,0.88925,./data/adl_imgs/adl-35-cam0-d-167.png
adl-35,168,1,0.46835,2.5639,0.64677,186.4317,0.25522,469.5997,307.1359,0.87292,./data/adl_imgs/adl-35-cam0-d-168.png
adl-35,169,1,0.55814,1.9859,0.70898,163.3319,0.2656,488.7039,315.1849,0.80076,./data/adl_imgs/adl-35-cam0-d-169.png
adl-35,170,1,0.4625,2.5031,0.69552,187.3252,0.2722,500.857,313.1563,0.80486,./data/adl_imgs/adl-35-cam0-d-170.png
adl-35,171,1,0.60317,1.8603,0.68317,154.9705,0.26008,478.5495,316.2072,0.77362,./data/adl_imgs/adl-35-cam0-d-171.png
adl-35,172,1,0.49682,2.4181,0.6594,183.924,0.25911,476.7564,312.1657,0.77573,./data/adl_imgs/adl-35-cam0-d-172.png
adl-35,173,1,0.50314,2.3612,0.6842,184.9561,0.28442,523.3391,322.3995,0.73159,./data/adl_imgs/adl-35-cam0-d-173.png
adl-35,174,1,0.54037,2.2451,0.67245,187.7089,0.30813,566.9594,337.241,0.67735,./data/adl_imgs/adl-35-cam0-d-174.png
adl-35,175,1,0.6,2.1612,0.62878,187.393,0.3278,603.1529,345.8725,0.64237,./data/adl_imgs/adl-35-cam0-d-175.png
adl-35,176,1,0.60127,2.1529,0.61659,184.8335,0.30811,566.9283,347.2728,0.64095,./data/adl_imgs/adl-35-cam0-d-176.png
adl-35,177,1,0.63522,2.0346,0.60371,184.5789,0.34147,628.2978,363.6586,0.58917,./data/adl_imgs/adl-35-cam0-d-177.png
adl-35,178,1,0.67296,1.9407,0.58079,183.269,0.35448,652.2365,373.8336,0.56391,./data/adl_imgs/adl-35-cam0-d-178.png
adl-35,179,1,0.675,1.8951,0.56395,182.3954,0.35411,651.5621,378.2327,0.5528,./data/adl_imgs/adl-35-cam0-d-179.png
adl-35,180,1,0.6962,1.8174,0.57814,181.7273,0.36147,665.1029,388.0511,0.52846,./data/adl_imgs/adl-35-cam0-d-180.png
adl-35,181,1,0.72727,1.7838,0.56035,179.9211,0.35663,656.2063,393.6747,0.51236,./data/adl_imgs/adl-35-cam0-d-181.png
adl-35,182,1,0.78205,1.6962,0.53163,179.9848,0.38554,709.3874,410.6952,0.47697,./data/adl_imgs/adl-35-cam0-d-182.png
adl-35,183,1,0.78344,1.6789,0.51566,179.6457,0.38123,701.4587,420.6048,0.45049,./data/adl_imgs/adl-35-cam0-d-183.png
adl-35,184,1,0.79487,1.6707,0.50858,180.4384,0.38855,714.9344,429.4061,0.42702,./data/adl_imgs/adl-35-cam0-d-184.png
adl-35,185,1,0.84768,1.603,0.47573,177.6628,0.39094,719.3373,436.5183,0.40218,./data/adl_imgs/adl-35-cam0-d-185.png
adl-35,186,1,0.84564,1.5605,0.47784,176.7833,0.38853,714.9024,445.9812,0.37164,./data/adl_imgs/adl-35-cam0-d-186.png
adl-35,187,1,0.87586,1.5088,0.44442,175.5004,0.3793,697.9204,453.9585,0.34775,./data/adl_imgs/adl-35-cam0-d-187.png
adl-35,188,0,0.93056,1.4464,0.46932,192.0782,0.40048,736.8794,462.88,0.32995,./data/adl_imgs/adl-35-cam0-d-188.png
adl-35,189,0,0.93056,1.4092,0.45222,191.6674,0.40375,742.9089,466.4764,0.32546,./data/adl_imgs/adl-35-cam0-d-189.png
adl-35,190,0,0.97183,1.3518,0.46693,195.8721,0.41044,755.2013,473.6837,0.32055,./data/adl_imgs/adl-35-cam0-d-190.png
adl-35,191,0,1.0072,1.321,0.42646,192.6563,0.4074,749.6245,481.9219,0.28642,./data/adl_imgs/adl-35-cam0-d-191.png
adl-35,192,0,0.98611,1.3362,0.43897,213.7176,0.41292,759.7665,482.4621,0.28855,./data/adl_imgs/adl-35-cam0-d-192.png
adl-35,193,0,0.9932,1.2872,0.43109,220.2955,0.42105,774.7356,493.0864,0.27832,./data/adl_imgs/adl-35-cam0-d-193.png
adl-35,194,0,0.99333,1.2668,0.43141,223.3096,0.43155,794.0484,495.0344,0.28241,./data/adl_imgs/adl-35-cam0-d-194.png
adl-35,195,0,1.0201,1.191,0.42887,224.2081,0.43495,800.3058,503.9022,0.28333,./data/adl_imgs/adl-35-cam0-d-195.png
adl-35,196,0,1.0403,1.1908,0.4233,225.3977,0.44667,821.876,511.614,0.2814,./data/adl_imgs/adl-35-cam0-d-196.png
adl-35,197,0,1.0533,1.1623,0.42329,226.6313,0.45057,829.0464,515.4507,0.28369,./data/adl_imgs/adl-35-cam0-d-197.png
adl-35,198,0,1.102,1.118,0.4339,224.4757,0.45901,844.5844,519.4015,0.28665,./data/adl_imgs/adl-35-cam0-d-198.png
adl-35,199,0,1.1301,1.1221,0.42628,221.0363,0.46638,858.1309,521.9346,0.2899,./data/adl_imgs/adl-35-cam0-d-199.png
adl-35,200,0,1.1284,1.0762,0.41884,218.6961,0.47369,871.5898,527.5808,0.27956,./data/adl_imgs/adl-35-cam0-d-200.png
adl-35,201,0,1.1831,1.0784,0.42585,211.4329,0.47666,877.0475,539.5098,0.25947,./data/adl_imgs/adl-35-cam0-d-201.png
adl-35,202,0,1.2042,1.0599,0.42521,205.2334,0.48142,885.8066,547.6588,0.24407,./data/adl_imgs/adl-35-cam0-d-202.png
adl-35,203,0,1.2113,1.1,0.42348,197.9389,0.48283,888.4146,555.7774,0.23359,./data/adl_imgs/adl-35-cam0-d-203.png
adl-35,204,0,1.2985,1.1472,0.44613,191.6778,0.48919,900.115,563.0057,0.22419,./data/adl_imgs/adl-35-cam0-d-204.png
adl-35,205,0,1.3385,1.167,0.45252,188.9041,0.49302,907.1591,568.0828,0.22079,./data/adl_imgs/adl-35-cam0-d-205.png
adl-35,206,0,1.3672,1.1799,0.45924,190.2117,0.49595,912.5489,566.0603,0.22951,./data/adl_imgs/adl-35-cam0-d-206.png
adl-35,207,0,1.378,1.1883,0.45732,185.0583,0.49596,912.5749,571.6747,0.22068,./data/adl_imgs/adl-35-cam0-d-207.png
adl-35,208,0,1.4344,1.2051,0.4733,184.3753,0.49595,912.5489,567.8203,0.22949,./data/adl_imgs/adl-35-cam0-d-208.png
adl-35,209,0,1.3622,1.2178,0.44727,180.2065,0.49321,907.5015,570.721,0.21767,./data/adl_imgs/adl-35-cam0-d-209.png
adl-35,210,0,1.3438,1.1987,0.46512,180.9406,0.48666,895.455,562.573,0.22979,./data/adl_imgs/adl-35-cam0-d-210.png
adl-35,211,0,1.368,1.1773,0.48795,180.734,0.48538,893.0987,563.6133,0.23337,./data/adl_imgs/adl-35-cam0-d-211.png
adl-35,212,0,1.2879,1.1877,0.47161,185.8665,0.48627,894.7415,559.6285,0.23925,./data/adl_imgs/adl-35-cam0-d-212.png
adl-35,213,0,1.3077,1.1796,0.46769,187.6069,0.48378,890.1484,561.0294,0.22601,./data/adl_imgs/adl-35-cam0-d-213.png
adl-35,214,0,1.3053,1.2261,0.47775,189.0294,0.48664,895.4166,556.8272,0.24295,./data/adl_imgs/adl-35-cam0-d-214.png
adl-35,215,0,1.2628,1.2359,0.4526,190.1748,0.49373,908.4549,562.1787,0.23231,./data/adl_imgs/adl-35-cam0-d-215.png
adl-35,216,0,1.2446,1.2662,0.44613,194.7442,0.49606,912.7435,562.4332,0.23798,./data/adl_imgs/adl-35-cam0-d-216.png
adl-35,217,0,1.2628,1.338,0.44007,192.5205,0.49321,907.5015,565.3703,0.23289,./data/adl_imgs/adl-35-cam0-d-217.png
adl-35,218,0,1.3538,1.4184,0.42517,191.5147,0.50042,920.7723,574.3175,0.21649,./data/adl_imgs/adl-35-cam0-d-218.png
adl-35,219,0,1.4016,1.4346,0.4662,185.7832,0.50238,924.377,582.6562,0.22184,./data/adl_imgs/adl-35-cam0-d-219.png
adl-35,220,0,1.5339,1.4524,0.48712,179.6938,0.50809,934.892,585.4224,0.21453,./data/adl_imgs/adl-35-cam0-d-220.png
adl-35,221,0,1.521,1.4849,0.45889,175.3208,0.50922,936.973,594.3172,0.19972,./data/adl_imgs/adl-35-cam0-d-221.png
adl-35,222,0,1.5776,1.5585,0.43998,175.1575,0.51537,948.2821,587.5924,0.21617,./data/adl_imgs/adl-35-cam0-d-222.png
adl-35,223,0,1.5641,1.5996,0.45533,177.8165,0.51335,944.5611,591.5766,0.21059,./data/adl_imgs/adl-35-cam0-d-223.png
adl-35,224,0,1.5508,1.6696,0.4316,178.6101,0.51449,946.665,590.02,0.21363,./data/adl_imgs/adl-35-cam0-d-224.png
adl-35,225,0,1.5882,1.7219,0.44431,176.1959,0.52977,974.7762,588.2424,0.23186,./data/adl_imgs/adl-35-cam0-d-225.png
adl-35,226,0,1.5983,1.7212,0.45423,175.4915,0.52554,966.9913,588.693,0.23677,./data/adl_imgs/adl-35-cam0-d-226.png
adl-35,227,0,1.6325,1.7643,0.45818,172.2479,0.5391,991.9356,593.4074,0.24123,./data/adl_imgs/adl-35-cam0-d-227.png
adl-35,228,0,1.4918,1.7729,0.4542,172.8599,0.54223,997.7053,595.4137,0.23599,./data/adl_imgs/adl-35-cam0-d-228.png
adl-35,229,0,1.424,1.7591,0.44737,178.8338,0.55223,1016.1099,615.6244,0.21027,./data/adl_imgs/adl-35-cam0-d-229.png
adl-35,230,0,1.4409,1.7423,0.43389,183.5178,0.55957,1029.6,617.0234,0.2146,./data/adl_imgs/adl-35-cam0-d-230.png
adl-35,231,0,1.4154,1.7495,0.44018,189.8952,0.57014,1049.0609,615.0621,0.22367,./data/adl_imgs/adl-35-cam0-d-231.png
adl-35,232,0,1.456,1.6555,0.46136,188.8451,0.57377,1055.7391,634.7918,0.19874,./data/adl_imgs/adl-35-cam0-d-232.png
adl-35,233,0,1.4683,1.6106,0.44565,193.5717,0.58424,1075.0016,638.1182,0.19657,./data/adl_imgs/adl-35-cam0-d-233.png
adl-35,234,0,1.496,1.5677,0.46045,192.4268,0.59771,1099.7899,641.0236,0.20078,./data/adl_imgs/adl-35-cam0-d-234.png
adl-35,235,0,1.4531,1.5324,0.49164,192.6234,0.61275,1127.4575,644.1602,0.20837,./data/adl_imgs/adl-35-cam0-d-235.png
adl-35,236,0,1.472,1.4854,0.51217,189.9149,0.61658,1134.515,663.7147,0.18192,./data/adl_imgs/adl-35-cam0-d-236.png
adl-35,237,0,1.4516,1.4771,0.52809,187.2382,0.62608,1151.9814,685.3485,0.15763,./data/adl_imgs/adl-35-cam0-d-237.png
adl-35,238,0,1.4545,1.4109,0.54423,184.6729,0.63531,1168.9653,703.0887,0.12942,./data/adl_imgs/adl-35-cam0-d-238.png
adl-35,239,0,1.528,1.4338,0.53336,181.2787,0.66644,1226.2475,731.5923,0.12086,./data/adl_imgs/adl-35-cam0-d-239.png
adl-35,240,0,1.5397,1.4897,0.55196,184.8723,0.66608,1225.5919,735.1725,0.13512,./data/adl_imgs/adl-35-cam0-d-240.png
adl-35,241,0,1.5116,1.5567,0.56577,184.2999,0.67343,1239.1126,755.1346,0.1302,./data/adl_imgs/adl-35-cam0-d-241.png
adl-35,242,0,1.5615,1.666,0.56324,175.9098,0.68179,1254.4893,761.9114,0.13913,./data/adl_imgs/adl-35-cam0-d-242.png
adl-35,243,0,1.5455,1.7035,0.56658,168.3674,0.70386,1295.1055,780.3188,0.13246,./data/adl_imgs/adl-35-cam0-d-243.png
adl-35,244,0,1.594,1.8352,0.55926,166.4149,0.71718,1319.6183,787.2007,0.14744,./data/adl_imgs/adl-35-cam0-d-244.png
adl-35,245,0,1.6767,1.8722,0.54489,168.9792,0.73522,1352.81,803.5424,0.14541,./data/adl_imgs/adl-35-cam0-d-245.png
adl-35,246,0,1.7185,1.9599,0.53123,169.571,0.74181,1364.9264,806.1847,0.1532,./data/adl_imgs/adl-35-cam0-d-246.png
adl-35,247,0,1.7664,1.9959,0.52021,170.8833,0.75813,1394.9585,819.7271,0.14785,./data/adl_imgs/adl-35-cam0-d-247.png
adl-35,248,0,1.8507,2.0582,0.52946,168.3598,0.77967,1434.5944,837.4986,0.14015,./data/adl_imgs/adl-35-cam0-d-248.png
adl-35,249,0,1.8963,2.1246,0.52225,163.2682,0.80081,1473.4872,855.3764,0.13203,./data/adl_imgs/adl-35-cam0-d-249.png
adl-35,250,0,1.9923,2.1716,0.54654,161.2763,0.81055,1491.4062,853.0609,0.13672,./data/adl_imgs/adl-35-cam0-d-250.png
adl-35,251,0,2.031,2.2087,0.5419,157.8783,0.81489,1499.396,863.5068,0.12744,./data/adl_imgs/adl-35-cam0-d-251.png
adl-35,252,0,2.0952,2.2484,0.5545,154.8636,0.81938,1507.6593,865.726,0.12573,./data/adl_imgs/adl-35-cam0-d-252.png
adl-35,253,0,2.1855,2.3462,0.56115,149.2757,0.83381,1534.2089,876.3598,0.12255,./data/adl_imgs/adl-35-cam0-d-253.png
adl-35,254,0,2.2339,2.4446,0.55805,144.2442,0.85045,1564.8364,889.6424,0.11811,./data/adl_imgs/adl-35-cam0-d-254.png
adl-35,255,0,2.4474,2.5526,0.59156,139.9989,0.85316,1569.8171,903.3637,0.11767,./data/adl_imgs/adl-35-cam0-d-255.png
adl-35,256,0,2.4397,2.599,0.57216,136.9045,0.87321,1606.6979,921.1279,0.1126,./data/adl_imgs/adl-35-cam0-d-256.png
adl-35,257,0,2.5304,2.6909,0.56725,134.8406,0.88403,1626.6184,931.1928,0.11263,./data/adl_imgs/adl-35-cam0-d-257.png
adl-35,258,0,2.5259,2.8429,0.56226,132.7639,0.89873,1653.6646,941.9813,0.11858,./data/adl_imgs/adl-35-cam0-d-258.png
adl-35,259,0,2.6486,2.8966,0.58013,134.8072,0.91209,1678.2476,943.2014,0.12027,./data/adl_imgs/adl-35-cam0-d-259.png
adl-35,260,0,2.6786,3.0078,0.57521,135.2284,0.92134,1695.2649,946.3542,0.12811,./data/adl_imgs/adl-35-cam0-d-260.png
adl-35,261,0,2.6637,3.0429,0.57896,135.4541,0.92966,1710.5766,956.2933,0.12833,./data/adl_imgs/adl-35-cam0-d-261.png
adl-35,262,0,2.6207,3.0724,0.55093,135.408,0.9354,1721.1294,959.6573,0.12714,./data/adl_imgs/adl-35-cam0-d-262.png
adl-35,263,0,2.6609,3.0683,0.54382,136.9594,0.94379,1736.5717,959.3701,0.12536,./data/adl_imgs/adl-35-cam0-d-263.png
adl-35,264,0,2.7105,3.1065,0.55746,137.4647,0.94667,1741.8637,959.3034,0.13301,./data/adl_imgs/adl-35-cam0-d-264.png
adl-35,265,0,2.7018,3.0893,0.55494,138.5563,0.9496,1747.2699,962.3488,0.1321,./data/adl_imgs/adl-35-cam0-d-265.png
adl-35,266,0,2.6957,2.9824,0.54811,139.2804,0.9525,1752.5989,969.9547,0.12293,./data/adl_imgs/adl-35-cam0-d-266.png
adl-35,267,0,2.7193,2.9693,0.57184,139.2731,0.96427,1774.2509,975.7039,0.12034,./data/adl_imgs/adl-35-cam0-d-267.png
adl-35,268,0,2.5214,2.6513,0.53432,141.5564,0.96761,1780.4069,1039.9529,0.057044,./data/adl_imgs/adl-35-cam0-d-268.png
adl-35,269,0,2.6897,2.9156,0.5717,142.0163,0.9733,1790.8772,976.8994,0.12363,./data/adl_imgs/adl-35-cam0-d-269.png
adl-35,270,0,2.6667,2.8283,0.58144,145.8776,0.98965,1820.9475,983.8519,0.11708,./data/adl_imgs/adl-35-cam0-d-270.png
adl-35,271,0,2.6525,2.7092,0.57619,150.3478,0.97925,1801.8221,980.0588,0.11799,./data/adl_imgs/adl-35-cam0-d-271.png
adl-35,272,0,2.5868,2.6965,0.56249,153.5181,0.98247,1807.748,983.8863,0.11857,./data/adl_imgs/adl-35-cam0-d-272.png
adl-35,273,0,2.4524,2.6019,0.53205,158.6217,0.98918,1820.0836,973.3755,0.12324,./data/adl_imgs/adl-35-cam0-d-273.png
adl-35,274,0,2.3817,2.6052,0.50873,160.5981,0.99531,1831.3657,983.7383,0.12134,./data/adl_imgs/adl-35-cam0-d-274.png
adl-35,275,0,2.3235,2.5787,0.47959,163.3002,0.98606,1814.3548,966.7076,0.13042,./data/adl_imgs/adl-35-cam0-d-275.png
adl-35,276,0,2.3382,2.6204,0.47838,164.8177,1.007,1852.8082,968.4072,0.13263,./data/adl_imgs/adl-35-cam0-d-276.png
adl-35,277,0,2.2681,2.5826,0.46902,167.4894,1.0096,1857.696,957.2821,0.13308,./data/adl_imgs/adl-35-cam0-d-277.png
adl-35,278,0,2.2446,2.7227,0.46235,164.661,1.0096,1857.7101,961.0569,0.13994,./data/adl_imgs/adl-35-cam0-d-278.png
adl-35,279,0,2.2128,2.7441,0.45827,163.7907,1.0004,1840.6716,951.7576,0.14663,./data/adl_imgs/adl-35-cam0-d-279.png
adl-35,280,0,2.2824,2.8092,0.4887,158.3976,0.95517,1757.5124,943.4364,0.14544,./data/adl_imgs/adl-35-cam0-d-280.png
adl-36,018,-1,7.36,11.9385,0.44174,146.1882,0.94794,1744.2156,1088.2625,0.038386,./data/adl_imgs/adl-36-cam0-d-018.png
adl-36,019,-1,7.0,10.0186,0.48254,152.0318,0.97328,1790.8361,988.1586,0.094737,./data/adl_imgs/adl-36-cam0-d-019.png
adl-36,020,-1,5.2857,7.5298,0.52556,155.2288,0.95107,1749.9702,1029.1123,0.040259,./data/adl_imgs/adl-36-cam0-d-020.png
adl-36,021,-1,5.1026,7.3219,0.51746,159.8219,0.97723,1798.1117,998.143,0.087649,./data/adl_imgs/adl-36-cam0-d-021.png
adl-36,022,-1,4.6364,6.7951,0.54635,179.4082,0.95179,1751.297,908.304,0.1666,./data/adl_imgs/adl-36-cam0-d-022.png
adl-36,023,-1,3.9796,5.7586,0.54673,181.8907,0.9588,1764.1923,942.3605,0.13074,./data/adl_imgs/adl-36-cam0-d-023.png
adl-36,024,-1,3.7963,5.2106,0.5215,193.7511,0.92096,1694.5667,898.6918,0.17513,./data/adl_imgs/adl-36-cam0-d-024.png
adl-36,025,-1,3.5,4.0364,0.52926,149.6468,0.81033,1491.0124,919.4566,0.083567,./data/adl_imgs/adl-36-cam0-d-025.png
adl-36,026,-1,4.0392,4.6536,0.53731,143.4374,0.94699,1742.4702,1009.4306,0.080425,./data/adl_imgs/adl-36-cam0-d-026.png
adl-36,027,-1,3.7115,4.082,0.58191,128.154,0.95893,1764.4331,1052.3489,0.04726,./data/adl_imgs/adl-36-cam0-d-027.png
adl-36,028,-1,3.75,3.9237,0.54226,137.9676,0.97564,1795.1685,1001.9591,0.073389,./data/adl_imgs/adl-36-cam0-d-028.png
adl-36,029,-1,2.5732,3.3953,0.45931,141.7294,0.94356,1736.1551,915.446,0.16371,./data/adl_imgs/adl-36-cam0-d-029.png
adl-36,030,-1,2.9714,3.23,0.53049,136.2149,0.9684,1781.862,954.1029,0.10992,./data/adl_imgs/adl-36-cam0-d-030.png
adl-36,031,-1,2.8904,3.3459,0.53548,140.416,0.96619,1777.7838,923.5243,0.15567,./data/adl_imgs/adl-36-cam0-d-031.png
